ааа; 7,1328902025295E-06
ааб; 3,56644510126475E-06
аав; 3,03147833607504E-05
ааг; 3,56644510126475E-06
аад; 1,15909465791104E-05
аае; 2,67483382594856E-06
ааё; 0
ааж; 0
ааз; 3,56644510126475E-06
ааи; 1,78322255063238E-06
аай; 0
аак; 1,15909465791104E-05
аал; 2,31818931582209E-05
аам; 1,33741691297428E-05
аан; 0,000113234631965156
аао; 7,1328902025295E-06
аап; 1,4265780405059E-05
аар; 2,58567269841694E-05
аас; 8,02450147784569E-06
аат; 1,51573916803752E-05
аау; 6,24127892721331E-06
ааф; 8,91611275316188E-07
аах; 1,51573916803752E-05
аац; 0
аач; 2,67483382594856E-06
ааш; 0
аащ; 0
ааъ; 0
ааы; 0
ааь; 0
ааэ; 2,67483382594856E-06
ааю; 0
аая; 8,02450147784569E-06
аба; 0,000128392023645531
абб; 1,51573916803752E-05
абв; 5,34966765189713E-06
абг; 0
абд; 8,91611275316188E-07
абе; 0,000135524913848061
абё; 8,91611275316188E-07
абж; 8,91611275316188E-07
абз; 1,78322255063238E-06
аби; 8,91611275316188E-05
абй; 0
абк; 1,78322255063238E-06
абл; 0,000120367522167685
абм; 1,78322255063238E-06
абн; 8,91611275316188E-06
або; 0,00036021095522774
абп; 0
абр; 0,000102535296661362
абс; 5,34966765189713E-06
абт; 8,91611275316188E-07
абу; 8,91611275316188E-05
абф; 0
абх; 0
абц; 0
абч; 1,78322255063238E-06
абш; 8,91611275316188E-07
абщ; 0
абъ; 0
абы; 0,000460071418063153
абь; 4,45805637658094E-06
абэ; 0
абю; 0
абя; 0
ава; 0,000549232545594772
авб; 2,94231720854342E-05
авв; 4,81470088670741E-05
авг; 4,72553975917579E-05
авд; 0,000183671922715135
аве; 0,000362885789053688
авё; 0
авж; 7,1328902025295E-06
авз; 7,5786958401876E-05
ави; 0,00069456518347131
авй; 0
авк; 0,000107884964313259
авл; 0,000631260782923861
авм; 4,01225073892284E-05
авн; 0,000517134539683389
аво; 0,000459179806787837
авп; 9,71856290094645E-05
авр; 6,15211779968169E-05
авс; 0,000567956382376412
авт; 0,000130175246196163
аву; 4,10141186645446E-05
авф; 2,67483382594856E-06
авх; 1,69406142310076E-05
авц; 1,51573916803752E-05
авч; 3,20980059113828E-05
авш; 0,000518026150958705
авщ; 0
авъ; 0
авы; 0,000253217602189797
авь; 2,49651157088533E-05
авэ; 4,54721750411256E-05
авю; 1,78322255063238E-06
авя; 2,40735044335371E-05
ага; 0,000225577652654995
агб; 8,91611275316188E-07
агв; 3,56644510126475E-06
агг; 0
агд; 3,20980059113828E-05
аге; 5,26050652436551E-05
агё; 0
агж; 0
агз; 3,56644510126475E-06
аги; 0,000182780311439818
агй; 0
агк; 4,45805637658094E-06
агл; 0,00013106685747148
агм; 1,78322255063238E-06
агн; 4,45805637658094E-05
аго; 0,000567064771101095
агп; 3,56644510126475E-06
агр; 0,000332571005692938
агс; 2,67483382594856E-06
агт; 1,78322255063238E-06
агу; 6,24127892721331E-05
агф; 0
агх; 0
агц; 0
агч; 2,67483382594856E-06
агш; 8,91611275316188E-07
агщ; 0
агъ; 0
агы; 8,91611275316188E-07
агь; 0
агэ; 0
агю; 8,91611275316188E-07
агя; 0
ада; 0,000328112949316357
адб; 1,69406142310076E-05
адв; 0,000119475910892369
адг; 1,78322255063238E-05
адд; 1,15909465791104E-05
аде; 0,00041638246557266
адё; 0
адж; 8,91611275316188E-07
адз; 3,56644510126475E-06
ади; 0,000309389112534717
адй; 0
адк; 8,02450147784569E-05
адл; 6,86540681993464E-05
адм; 1,51573916803752E-05
адн; 0,00014265780405059
адо; 0,000652659453531449
адп; 3,12063946360666E-05
адр; 0,000216661539901834
адс; 5,61715103449198E-05
адт; 1,4265780405059E-05
аду; 0,000172080976136024
адф; 2,67483382594856E-06
адх; 8,91611275316188E-07
адц; 6,33044005474493E-05
адч; 1,33741691297428E-05
адш; 1,06993353037943E-05
адщ; 0
адъ; 0,000116801077066421
ады; 9,0052738806935E-05
адь; 0,000130175246196163
адэ; 2,67483382594856E-06
адю; 2,67483382594856E-06
адя; 2,94231720854342E-05
аеа; 8,91611275316188E-07
аеб; 1,78322255063238E-06
аев; 1,24825578544266E-05
аег; 0,00025500082474043
аед; 2,13986706075885E-05
аее; 0,000114126243240472
аеё; 0
аеж; 3,29896171866989E-05
аез; 1,15909465791104E-05
аеи; 1,78322255063238E-06
аей; 3,29896171866989E-05
аек; 8,91611275316188E-07
аел; 4,45805637658094E-06
аем; 0,000267483382594856
аен; 6,24127892721331E-06
аео; 2,67483382594856E-06
аеп; 2,67483382594856E-06
аер; 4,45805637658094E-06
аес; 2,05070593322723E-05
ает; 0,000633044005474493
аеу; 0
аеф; 0
аех; 2,22902818829047E-05
аец; 0
аеч; 0
аеш; 0,000110559798139207
аещ; 6,24127892721331E-05
аеъ; 0
аеы; 0
аеь; 0
аеэ; 8,91611275316188E-07
аею; 0
аея; 0
аёа; 0
аёб; 0
аёв; 0
аёг; 0
аёд; 0
аёе; 0
аёё; 0
аёж; 0
аёз; 0
аёи; 0
аёй; 0
аёк; 0
аёл; 0
аём; 0
аён; 0
аёо; 0
аёп; 0
аёр; 0
аёс; 0
аёт; 0
аёу; 0
аёф; 0
аёх; 0
аёц; 0
аёч; 0
аёш; 0
аёщ; 0
аёъ; 0
аёы; 0
аёь; 0
аёэ; 0
аёю; 0
аёя; 0
ажа; 0,00014979069425312
ажб; 0
ажв; 2,67483382594856E-06
ажг; 1,06993353037943E-05
ажд; 0,000195262869294245
аже; 0,000723988355556744
ажё; 0
ажж; 4,45805637658094E-06
ажз; 0
ажи; 0,000164056474658179
ажй; 0
ажк; 1,4265780405059E-05
ажл; 0
ажм; 4,45805637658094E-06
ажн; 8,38114598797216E-05
ажо; 1,78322255063238E-06
ажп; 0
ажр; 0
ажс; 0
ажт; 8,91611275316188E-07
ажу; 6,33044005474493E-05
ажф; 0
ажх; 8,91611275316188E-07
ажц; 0
ажч; 0
ажш; 0
ажщ; 0
ажъ; 0
ажы; 0
ажь; 0
ажэ; 0
ажю; 8,02450147784569E-06
ажя; 0
аза; 0,0031286639650845
азб; 7,04372907499788E-05
азв; 0,000170297753585392
азг; 0,000263916937493592
азд; 0,000209528649699304
азе; 3,65560622879637E-05
азё; 0
азж; 2,13986706075885E-05
азз; 2,67483382594856E-06
ази; 0,000133741691297428
азй; 0
азк; 2,05070593322723E-05
азл; 6,50876230980817E-05
азм; 4,54721750411256E-05
азн; 0,000248759545813216
азо; 0,000145332637876539
азп; 6,06295667215008E-05
азр; 6,06295667215008E-05
азс; 4,72553975917579E-05
азт; 7,1328902025295E-06
азу; 0,000127500412370215
азф; 8,91611275316188E-07
азх; 8,91611275316188E-07
азц; 3,56644510126475E-06
азч; 1,96154480569561E-05
азш; 0
азщ; 0
азъ; 9,80772402847806E-06
азы; 0,000350403231199262
азь; 0
азэ; 1,78322255063238E-06
азю; 0
азя; 4,45805637658094E-06
аиа; 6,24127892721331E-06
аиб; 4,01225073892284E-05
аив; 0,000171189364860708
аиг; 4,72553975917579E-05
аид; 4,81470088670741E-05
аие; 2,49651157088533E-05
аиё; 0
аиж; 6,24127892721331E-06
аиз; 0,000168514531034759
аии; 1,96154480569561E-05
аий; 0
аик; 6,77624569240303E-05
аил; 7,5786958401876E-05
аим; 0,000106101741762626
аин; 0,000148007471702487
аио; 9,9860462835413E-05
аип; 0,000147115860427171
аир; 3,56644510126475E-05
аис; 0,000177430643787921
аит; 5,52798990696036E-05
аиу; 3,74476735632799E-05
аиф; 1,78322255063238E-06
аих; 3,74476735632799E-05
аиц; 1,78322255063238E-06
аич; 4,19057299398608E-05
аиш; 5,34966765189713E-06
аищ; 2,67483382594856E-06
аиъ; 0
аиы; 0
аиь; 0
